Concurso,Data_Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecada=C3=A7=C3=A3o_Total,Ganhadores_15_N=C3=BAmeros,Cidade,Ganhadores_14_N=C3=BAmeros,Ganhadores_13_N=C3=BAmeros,Ganhadores_12_N=C3=BAmeros,Ganhadores_11_N=C3=BAmeros,Valor_Rateio_15_N=C3=BAmeros,Valor_Rateio_14_N=C3=BAmeros,Valor_Rateio_13_N=C3=BAmeros,Valor_Rateio_12_N=C3=BAmeros,Valor_Rateio_11_N=C3=BAmeros,Acumulado_15_N=C3=BAmeros,Estimativa_Pr=C3=AAmio,Valor_Acumulado_Especial
1206,08/05/2015,1.0,3.0,5.0,007=,10.0,11.0,13.0,14.0,15.0,18.0,21.0,22.0,23.0,24.0,025,"R$21.830.= 041,50",7.0,MANACAPURUAM BRAS=C3=8DLIADF PIRAPORAMG ITAPEVISP S=C3=83O JOS=C3=89 DOS CAMPOSSP S=C3=83O PAULOSP,MANACAPURU,AM,BRAS=C3=8DLIA,DF,PIRAPORA,MG,ITAPEVI,SP,S=C3=83O JOS=C3=89 DOS CAMPOS,SP,S=C3=83O PAULO,SP
1207,11/05/2015,1.0,3.0,4.0,007=,9.0,10.0,11.0,12.0,13.0,14.0,15.0,18.0,19.0,21.0,024,"R$20.791.= 027,50",2.0,BRAS=C3=8DLIADF GOI=C3=82NIAGO,BRAS=C3=8DLIA,DF,GOI=C3=82NIA,GO,499,19145,234741,1288012,"R= $817.265,12","R$1.439,82","R$15,00","R$6,00"
1208,13/05/2015,1.0,2.0,3.0,004=,5.0,10.0,11.0,14.0,15.0,18.0,19.0,20.0,22.0,24.0,025,"R$21.150.= 385,50",1.0,BEBEDOUROSP,BEBEDOURO,SP,501,17461,224909,1247198,"R= $1.800.550,78","R$1.579,74","R$15,00","R$6,00","R$3= ,00","R$0,00"
1209,15/05/2015,3.0,4.0,5.0,007=,8.0,9.0,10.0,11.0,14.0,15.0,16.0,18.0,19.0,20.0,024,"R$21.635.= 815,50",3.0,RIBEIR=C3=83O DAS NEVESMG RIO DE JANEIRORJ S=C3=83O JOS=C3=89 DOS CAMPOSSP,RIBEIR=C3=83O DAS NEVES,MG,RIO DE JANEIRO,RJ,S=C3=83O JOS=C3=89 DOS CAMPOS,SP,435,16677,224890,1262525,"R= $627.419,15","R$1.331,40"
1210,18/05/2015,1.0,2.0,4.0,008=,10.0,11.0,13.0,15.0,16.0,18.0,19.0,20.0,21.0,22.0,025,"R$21.070.= 927,50",13.0,MACEI=C3=93AL GOI=C3=82NIAGO BELO HORIZONTEMG CABO DE SANTO AGOSTINHOPE JATAIZINHOPR AracajuSE ARUJ=C3=81SP JACARE=C3=8DSP S=C3=83O PAULOSP TABO=C3=83O DA SERRASP,MACEI=C3=93,AL,GOI=C3=82NIA,GO,BELO HORIZONTE,MG,CABO DE SANTO AGOSTINHO,PE,JATAIZINHO,PR,Aracaju,SE
1211,20/05/2015,1.0,2.0,3.0,005=,7.0,10.0,11.0,12.0,13.0,15.0,16.0,17.0,20.0,23.0,024,"R$20.157.= 576,00",2.0,BEL=C3=89MPA CuritibaPR,BEL=C3=89M,PA,Curitiba,PR,456,17973,219018,1209692,"R= $832.743,80","R$1.605,44","R$15,00","R$6,00"
1212,22/05/2015,1.0,2.0,3.0,005=,6.0,7.0,8.0,9.0,10.0,15.0,16.0,17.0,18.0,20.0,024,"R$20.381.= 919,00",4.0,MARECHAL C=C3=82NDIDO RONDONPR PETR=C3=93POLISRJ CAMPINASSP SANTOSSP,MARECHAL C=C3=82NDIDO RONDON,PR,PETR=C3=93POLIS,RJ,CAMPINAS,SP,SANTOS,SP,372,16205,165259,1050365
1213,25/05/2015,2.0,3.0,5.0,006=,7.0,8.0,9.0,10.0,14.0,17.0,18.0,20.0,23.0,24.0,025,"R$23.038.= 696,00",6.0,SALVADORBA RIO DE JANEIRORJ JUNDIA=C3=8DSP SANTANA DE PARNA=C3=8DBASP,SALVADOR,BA,RIO DE JANEIRO,RJ,JUNDIA=C3=8D,SP,SANTANA DE PARNA=C3=8DBA,SP,296,14256,195972,1017995
1214,27/05/2015,1.0,2.0,3.0,004=,5.0,7.0,8.0,9.0,13.0,14.0,18.0,19.0,20.0,21.0,023,"R$20.893.= 166,00",2.0,NOVA RUSSASCE BAIXO GUANDUES,NOVA RUSSAS,CE,BAIXO GUANDU,ES,475,15762,189378,989378,"R$= 775.596,57","R$1.435,45","R$20,00","R$8,00"
1215,29/05/2015,3.0,7.0,9.0,011=,12.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,22.0,024,"R$21.832.= 184,00",2.0,JACOBINABA CUIAB=C3=81MT,JACOBINA,BA,CUIAB=C3=81,MT,395,13594,192678,932594,"R$= 925.164,99","R$1.441,35","R$20,00","R$8,00"
1216,01/06/2015,1.0,2.0,3.0,007=,10.0,12.0,14.0,15.0,17.0,18.0,20.0,21.0,22.0,23.0,024,"R$21.828.= 556,00",1.0,ANANINDEUAPA,ANANINDEUA,PA,427,15077,183099,976241,"R$= 1.791.538,06","R$1.844,23","R$20,00","R$8,00","R$4,= 00","R$0,00"
1217,03/06/2015,1.0,3.0,6.0,007=,8.0,9.0,10.0,11.0,12.0,13.0,17.0,19.0,20.0,24.0,025,"R$21.952.= 012,00",1.0,SANTO CRISTORS,SANTO CRISTO,RS,255,11493,158349,951456,"R$= 1.984.077,81","R$2.394,06","R$20,00","R$8,00","R$4,= 00","R$0,00"
1218,05/06/2015,1.0,2.0,3.0,004=,5.0,7.0,9.0,10.0,11.0,13.0,14.0,18.0,20.0,21.0,023,"R$18.190.= 288,00",1.0,UBATUBASP,UBATUBA,SP,621,24018,187786,928005,"R$= 1.052.205,73","R$744,77","R$20,00","R$8,00","R$4,00=","R$0,00"
1219,08/06/2015,2.0,3.0,4.0,005=,6.0,8.0,9.0,10.0,14.0,16.0,19.0,20.0,22.0,23.0,025,"R$21.798.= 640,00",0.0,,238,12527,159601,918817,"R$= 0,00","R$2.584,10","R$20,00","R$8,00","R$4,00","R$4.500.000,00","R$48.254.500,61",
1220,10/06/2015,2.0,3.0,4.0,005=,6.0,7.0,9.0,13.0,14.0,17.0,18.0,19.0,20.0,23.0,025,"R$28.675.= 268,00",4.0,SALVADORBA FORTALEZACE BRAS=C3=8DLIADF SANTO ANDR=C3=89SP,SALVADOR,BA,FORTALEZA,CE,BRAS=C3=8DLIA,DF,SANTO ANDR=C3=89,SP,473,20133,266061,1364338
1221,12/06/2015,2.0,3.0,4.0,006=,9.0,10.0,12.0,14.0,15.0,18.0,19.0,21.0,22.0,23.0,024,"R$22.670.= 382,00",2.0,INDEPENDENCIARS SorocabaSP,INDEPENDENCIA,RS,Sorocaba,SP,565,17566,198564,1024426,"R= $896.752,87","R$1.395,31","R$20,00","R$8,00"
1222,15/06/2015,1.0,2.0,3.0,004=,5.0,8.0,9.0,10.0,11.0,13.0,15.0,17.0,20.0,22.0,024,"R$21.508.= 104,00",5.0,GOI=C3=82NIAGO PATOS DE MINASMG MARING=C3=81PR BLUMENAUSC GUARULHOSSP,GOI=C3=82NIA,GO,PATOS DE MINAS,MG,MARING=C3=81,PR,BLUMENAU,SC,GUARULHOS,SP,523,18306
1223,17/06/2015,2.0,6.0,7.0,008=,9.0,10.0,13.0,14.0,16.0,17.0,18.0,20.0,21.0,22.0,023,"R$21.637.= 224,00",1.0,SALTOSP,SALTO,SP,247,10152,146636,871691,"R$= 2.121.040,55","R$2.642,22","R$20,00","R$8,00","R$4,= 00","R$0,00"
1224,19/06/2015,1.0,2.0,4.0,005=,6.0,8.0,9.0,11.0,12.0,14.0,15.0,16.0,17.0,18.0,019,"R$21.351.= 194,00",4.0,FEIRA DE SANTANABA BRAS=C3=8DLIADF CONC=C3=93RDIASC PEN=C3=81POLISSP,FEIRA DE SANTANA,BA,BRAS=C3=8DLIA,DF,CONC=C3=93RDIA,SC,PEN=C3=81POLIS,SP,486,11599,147382,845017
1225,22/06/2015,2.0,3.0,5.0,007=,11.0,13.0,14.0,15.0,17.0,18.0,20.0,21.0,23.0,24.0,025,"R$20.699.= 968,00",2.0,SALVADORBA S=C3=83O PAULOSP,SALVADOR,BA,S=C3=83O PAULO,SP,693,22558,235272,1141021,"R= $503.805,02","R$639,11","R$20,00","R$8,00"
1226,24/06/2015,1.0,3.0,5.0,007=,8.0,10.0,11.0,14.0,15.0,17.0,19.0,21.0,22.0,23.0,024,"R$18.231.= 320,00",3.0,CATUBA BELO HORIZONTEMG JUNDIA=C3=8DSP,CATU,BA,BELO HORIZONTE,MG,JUNDIA=C3=8D,SP,645,17883,183335,851407,"R$= 423.954,14","R$866,76"
1227,26/06/2015,1.0,2.0,7.0,008=,9.0,10.0,11.0,12.0,13.0,14.0,17.0,19.0,21.0,22.0,025,"R$20.392.= 276,00",2.0,CuritibaPR JABOTICABALSP,Curitiba,PR,JABOTICABAL,SP,319,12279,163631,893202,"R$= 875.663,02","R$1.689,24","R$20,00","R$8,00"
1228,29/06/2015,1.0,2.0,3.0,004=,6.0,7.0,9.0,10.0,12.0,13.0,17.0,20.0,22.0,23.0,024,"R$20.130.= 444,00",2.0,MACEI=C3=93AL GOI=C3=82NIAGO,MACEI=C3=93,AL,GOI=C3=82NIA,GO,388,15319,176317,943283,"R$= 766.948,00","R$1.737,73","R$20,00","R$8,00"
1229,01/07/2015,1.0,2.0,3.0,005=,6.0,7.0,8.0,13.0,14.0,17.0,19.0,20.0,22.0,24.0,025,"R$21.062.= 596,00",4.0,RIO DE JANEIRORJ SANTIAGORS CAMPINASSP JUNDIA=C3=8DSP,RIO DE JANEIRO,RJ,SANTIAGO,RS,CAMPINAS,SP,JUNDIA=C3=8D,SP,478,14740,178924,940954
1230,03/07/2015,1.0,2.0,3.0,005=,6.0,7.0,8.0,10.0,11.0,12.0,13.0,17.0,18.0,19.0,021,"R$21.530.= 462,00",1.0,MEDIANEIRAPR,MEDIANEIRA,PR,404,14404,185410,1012230,"R= $1.664.045,97","R$1.810,51","R$20,00","R$8,00","R$4= ,00","R$0,00"
1231,06/07/2015,1.0,3.0,4.0,005=,7.0,8.0,12.0,13.0,15.0,16.0,18.0,20.0,21.0,22.0,025,"R$21.962.= 556,00",2.0,BALNE=C3=81RIO CAMBORI=C3=9ASC GUARUJ=C3=81SP,BALNE=C3=81RIO CAMBORI=C3=9A,SC,GUARUJ=C3=81,SP,634,17632,191333,982907,"R$= 876.511,07","R$1.215,39","R$20,00","R$8,00"
1232,08/07/2015,2.0,3.0,5.0,006=,9.0,10.0,13.0,14.0,15.0,16.0,19.0,21.0,23.0,24.0,025,"R$21.998.= 154,00",1.0,BELO HORIZONTEMG,BELO HORIZONTE,MG,547,16521,192970,1001460,"R= $1.730.536,94","R$1.390,63","R$20,00","R$8,00","R$4= ,00","R$0,00"
1233,10/07/2015,1.0,4.0,5.0,009=,10.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,22.0,23.0,025,"R$20.833.= 974,00",3.0,MARITUBAPA VACARIARS S=C3=83O PAULOSP,MARITUBA,PA,VACARIA,RS,S=C3=83O PAULO,SP,336,11052,143522,849020,"R$= 668.188,71","R$1.835,68"
1234,13/07/2015,1.0,2.0,5.0,008=,9.0,10.0,14.0,16.0,17.0,18.0,19.0,20.0,21.0,24.0,025,"R$21.323.= 538,00",1.0,S=C3=83O PAULOSP,S=C3=83O PAULO,SP,241,9362,126274,811077,"R$2= .249.837,46","R$2.872,44","R$20,00","R$8,00","R$4,0= 0","R$0,00"
1235,15/07/2015,1.0,2.0,3.0,004=,6.0,9.0,10.0,11.0,12.0,13.0,15.0,17.0,18.0,20.0,024,"R$20.567.= 256,00",1.0,VILA VELHAES,VILA VELHA,ES,383,14044,181557,955029,"R$= 1.592.534,98","R$1.827,71","R$20,00","R$8,00","R$4,= 00","R$0,00"
1236,17/07/2015,1.0,2.0,3.0,005=,6.0,7.0,9.0,10.0,11.0,12.0,13.0,17.0,19.0,23.0,025,"R$21.855.= 270,00",9.0,CANDEIASBA VIT=C3=93RIA DA CONQUISTABA BRAS=C3=8DLIADF CuritibaPR SANTANA DO ITARAR=C3=89PR ARRAIAL DO CABORJ PORTO ALEGRERS PRESIDENTE PRUDENTESP S=C3=83O BERNARDO DO CAMPOSP,CANDEIAS,BA,VIT=C3=93RIA DA CONQUISTA,BA,BRAS=C3=8DLIA,DF,Curitiba,PR,SANTANA DO ITARAR=C3=89,PR,ARRAIAL DO CABO,RJ
1237,20/07/2015,3.0,5.0,6.0,007=,8.0,9.0,10.0,12.0,13.0,14.0,18.0,21.0,22.0,24.0,025,"R$21.505.= 720,00",1.0,S=C3=83O PAULOSP,S=C3=83O PAULO,SP,279,10894,158272,930832,"R$= 1.937.958,14","R$2.137,26","R$20,00","R$8,00","R$4,= 00","R$0,00"
1238,22/07/2015,2.0,3.0,5.0,007=,8.0,9.0,11.0,13.0,14.0,15.0,16.0,17.0,18.0,21.0,025,"R$20.782.= 286,00",2.0,MACA=C3=89RJ SorocabaSP,MACA=C3=89,RJ,Sorocaba,SP,464,15927,200742,982100,"R$= 749.682,40","R$1.420,39","R$20,00","R$8,00"
1239,24/07/2015,5.0,6.0,8.0,009=,10.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0,20.0,22.0,024,"R$21.022.= 142,00",2.0,PO=C3=87OS DE CALDASMG CuritibaPR,PO=C3=87OS DE CALDAS,MG,Curitiba,PR,395,15556,190547,892606,"R$= 875.384,91","R$1.363,79","R$20,00","R$8,00"
1240,27/07/2015,1.0,2.0,3.0,004=,5.0,6.0,9.0,12.0,13.0,16.0,18.0,19.0,20.0,22.0,024,"R$20.625.= 180,00",3.0,BELO HORIZONTEMG AracajuSE ILHABELASP,BELO HORIZONTE,MG,Aracaju,SE,ILHABELA,SP,348,12563,167553,897961,"R$= 590.817,28","R$1.567,16"
1241,29/07/2015,1.0,4.0,5.0,008=,9.0,10.0,11.0,12.0,13.0,15.0,17.0,20.0,22.0,24.0,025,"R$20.100.= 144,00",1.0,SALVADORBA,SALVADOR,BA,432,18042,177847,916606,"R$= 1.546.030,95","R$1.573,08","R$20,00","R$8,00","R$4,= 00","R$0,00"
1242,31/07/2015,1.0,2.0,4.0,005=,7.0,11.0,14.0,15.0,16.0,19.0,20.0,21.0,23.0,24.0,025,"R$21.211.= 692,00",0.0,,347,11868,156146,883027,"R$= 0,00","R$1.742,36","R$20,00","R$8,00","R$4,00","R$4.500.000,00","R$57.337.982,01",
1243,03/08/2015,1.0,2.0,4.0,005=,6.0,8.0,12.0,13.0,14.0,15.0,16.0,17.0,22.0,24.0,025,"R$29.100.= 764,00",2.0,AracajuSE JACARE=C3=8DSP,Aracaju,SE,JACARE=C3=8D,SP,527,18709,237141,1277542,"R= $2.217.441,97","R$1.442,09","R$20,00","R$8,00"
1244,05/08/2015,1.0,3.0,5.0,007=,9.0,10.0,11.0,12.0,13.0,16.0,17.0,19.0,21.0,23.0,025,"R$22.117.= 948,00",37.0,AM BA GO MG MS PA PR RJ RN RS SC SP TO,,AM,,BA,,GO,,MG,,MS,,PA
1245,07/08/2015,2.0,3.0,4.0,005=,6.0,8.0,9.0,11.0,15.0,16.0,17.0,18.0,19.0,21.0,025,"R$23.055.= 664,00",0.0,,294,11311,161088,926795,"R$= 0,00","R$2.346,10","R$20,00","R$8,00","R$4,00","R$4.500.000,00","R$58.617.924,93",
1246,10/08/2015,1.0,4.0,7.0,008=,9.0,10.0,12.0,13.0,16.0,17.0,18.0,19.0,22.0,24.0,025,"R$28.611.= 750,00",2.0,SERRAES PATOSPB,SERRA,ES,PATOS,PB,427,19415,242849,1302608,"R= $2.270.432,38","R$1.656,76","R$20,00","R$8,00"
1247,12/08/2015,2.0,3.0,7.0,008=,9.0,11.0,15.0,16.0,17.0,18.0,19.0,20.0,23.0,24.0,025,"R$22.660.= 508,00",1.0,Ribeir=C3=A3o PretoSP,Ribeir=C3=A3o Preto,SP,382,12027,162180,984772,"R$= 2.046.541,05","R$1.648,44","R$20,00","R$8,00","R$4,= 00","R$0,00"
1248,14/08/2015,1.0,3.0,5.0,010=,11.0,12.0,13.0,15.0,16.0,17.0,19.0,20.0,22.0,24.0,025,"R$22.606.= 072,00",1.0,GOI=C3=82NIAGO,GOI=C3=82NIA,GO,455,20424,220776,1070198,"R= $1.590.460,75","R$1.536,49","R$20,00","R$8,00","R$4= ,00","R$0,00"
1249,17/08/2015,3.0,4.0,5.0,006=,9.0,12.0,13.0,14.0,15.0,18.0,19.0,20.0,22.0,24.0,025,"R$21.723.= 416,00",2.0,IMBITUBASC GUARARAPESSP,IMBITUBA,SC,GUARARAPES,SP,472,16553,199064,989845,"R$= 837.088,20","R$1.559,11","R$20,00","R$8,00"
1250,19/08/2015,2.0,3.0,4.0,005=,7.0,9.0,10.0,14.0,15.0,17.0,18.0,19.0,20.0,24.0,025,"R$21.198.= 858,00",3.0,SALVADORBA TAPIRA=C3=8DMG VOLTA REDONDARJ,SALVADOR,BA,TAPIRA=C3=8D,MG,VOLTA REDONDA,RJ,510,19444,209582,1002547,"R= $493.800,98","R$1.276,79"
1251,21/08/2015,2.0,6.0,7.0,008=,9.0,10.0,14.0,15.0,16.0,17.0,19.0,20.0,21.0,23.0,025,"R$21.696.= 918,00",1.0,ALAGOINHASBA,ALAGOINHAS,BA,224,9577,141185,837669,"R$2= .219.990,67","R$3.049,44","R$20,00","R$8,00","R$4,0= 0","R$0,00"
1252,24/08/2015,1.0,3.0,4.0,005=,6.0,8.0,9.0,10.0,11.0,12.0,15.0,20.0,21.0,23.0,024,"R$20.941.= 186,00",1.0,GUARULHOSSP,GUARULHOS,SP,375,11175,152089,929122,"R$= 1.847.950,49","R$1.516,27","R$20,00","R$8,00","R$4,= 00","R$0,00"
1253,26/08/2015,1.0,2.0,3.0,005=,6.0,7.0,11.0,15.0,16.0,18.0,20.0,22.0,23.0,24.0,025,"R$20.204.= 010,00",0.0,,253,12239,164580,894846,"R$= 0,00","R$2.076,67","R$20,00","R$8,00","R$4,00","R$4.500.000,00","R$62.048.824,00",
1254,28/08/2015,2.0,3.0,8.0,009=,11.0,12.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,22.0,023,"R$25.732.= 226,00",3.0,BRAS=C3=8DLIADF JOAO MONLEVADEMG MANGAMG,BRAS=C3=8DLIA,DF,JOAO MONLEVADE,MG,MANGA,MG,367,14308,182896,1053314,"R= $1.382.797,68","R$2.046,41"
1255,08/09/2015,1.0,2.0,4.0,006=,7.0,9.0,10.0,13.0,14.0,16.0,18.0,20.0,21.0,23.0,025,"R$259.134= .214,00",51.0,AL AM BA CE DF ES GO MA MG MS MT PA PR RJ RS SC SE SP,,AL,,AM,,BA,,CE,,DF,,ES
1256,09/09/2015,1.0,2.0,6.0,008=,10.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0,19.0,22.0,023,"R$14.736.= 838,00",0.0,,223,8037,105232,618173,"R$0= ,00","R$1.890,78","R$20,00","R$8,00","R$4,00","R$4.000.000,00","R$316.232,83",
1257,11/09/2015,1.0,2.0,5.0,006=,8.0,10.0,11.0,12.0,13.0,14.0,16.0,19.0,20.0,22.0,025,"R$31.186.= 172,00",4.0,LAURO DE FREITASBA UBERL=C3=82NDIAMG LONDRINAPR RIO DE JANEIRORJ,LAURO DE FREITAS,BA,UBERL=C3=82NDIA,MG,LONDRINA,PR,RIO DE JANEIRO,RJ,634,21929,273385,1328846
1258,14/09/2015,2.0,3.0,4.0,005=,6.0,8.0,9.0,10.0,12.0,13.0,14.0,20.0,21.0,23.0,025,"R$24.723.= 490,00",3.0,RIO DE JANEIRORJ MACHADINHO DOESTERO S=C3=83O PAULOSP,RIO DE JANEIRO,RJ,MACHADINHO DOESTE,RO,S=C3=83O PAULO,SP,386,16797,209024,1186826,"R= $626.024,08","R$1.497,07"
1259,16/09/2015,2.0,5.0,8.0,009=,10.0,13.0,14.0,16.0,17.0,18.0,19.0,20.0,22.0,23.0,025,"R$24.039.= 580,00",2.0,BRAS=C3=8DLIADF IBIRIT=C3=89MG,BRAS=C3=8DLIA,DF,IBIRIT=C3=89,MG,363,15235,201614,1088500,"R= $980.616,91","R$1.662,41","R$20,00","R$8,00"
1260,18/09/2015,1.0,2.0,3.0,004=,5.0,6.0,7.0,11.0,14.0,15.0,17.0,18.0,20.0,22.0,024,"R$24.169.= 694,00",3.0,SANTA ROSARS Ribeir=C3=A3o PretoSP ARAGUA=C3=8DNATO,SANTA ROSA,RS,Ribeir=C3=A3o Preto,SP,ARAGUA=C3=8DNA,TO,334,13269,183007,1004074,"R= $742.189,80","R$2.051,19"
1261,21/09/2015,1.0,4.0,5.0,007=,10.0,12.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,025,"R$22.768.= 752,00",1.0,SALVADORBA,SALVADOR,BA,272,11056,151109,891056,"R$= 2.287.918,58","R$2.588,14","R$20,00","R$8,00","R$4,= 00","R$0,00"
1262,23/09/2015,1.0,3.0,4.0,006=,8.0,11.0,12.0,13.0,16.0,17.0,20.0,21.0,22.0,23.0,024,"R$21.648.= 720,00",2.0,OLINDAPE OSASCOSP,OLINDA,PE,OSASCO,SP,337,12770,157691,842398,"R$= 1.056.296,15","R$1.928,87","R$20,00","R$8,00"
1263,25/09/2015,3.0,4.0,5.0,008=,9.0,10.0,11.0,12.0,13.0,16.0,18.0,20.0,22.0,23.0,025,"R$21.826.= 236,00",5.0,BEL=C3=89MPA NOVO HAMBURGORS PORTO ALEGRERS S=C3=83O PAULOSP,BEL=C3=89M,PA,NOVO HAMBURGO,RS,PORTO ALEGRE,RS,S=C3=83O PAULO,SP,643,17315,194684,1073068
1264,28/09/2015,1.0,4.0,5.0,008=,10.0,11.0,12.0,14.0,17.0,18.0,21.0,22.0,23.0,24.0,025,"R$22.006.= 582,00",3.0,SINOPMT ITAGUA=C3=8DRJ MAR=C3=8DLIASP,SINOP,MT,ITAGUA=C3=8D,RJ,MAR=C3=8DLIA,SP,378,12578,162749,924533,"R$= 672.705,95","R$1.642,75"
1265,30/09/2015,1.0,2.0,3.0,004=,7.0,11.0,13.0,14.0,15.0,16.0,19.0,22.0,23.0,24.0,025,"R$21.730.= 032,00",1.0,BRAS=C3=8DLIADF,BRAS=C3=8DLIA,DF,297,11910,184095,959356,"R$= 1.827.729,94","R$1.893,53","R$20,00","R$8,00","R$4,= 00","R$0,00"
1266,02/10/2015,1.0,2.0,3.0,005=,6.0,8.0,9.0,10.0,11.0,13.0,14.0,15.0,20.0,23.0,024,"R$23.428.= 438,00",2.0,ITUVERAVASP S=C3=83O PAULOSP,ITUVERAVA,SP,S=C3=83O PAULO,SP,454,16170,238824,1116837,"R= $821.651,87","R$1.591,03","R$20,00","R$8,00"
1267,05/10/2015,2.0,3.0,5.0,006=,7.0,9.0,11.0,12.0,13.0,15.0,16.0,17.0,18.0,22.0,025,"R$23.097.= 362,00",2.0,SENADOR CANEDOGO ITAPIRASP,SENADOR CANEDO,GO,ITAPIRA,SP,533,19030,208706,1064610,"R= $877.825,08","R$1.447,86","R$20,00","R$8,00"
1268,07/10/2015,1.0,2.0,3.0,006=,7.0,8.0,11.0,12.0,13.0,15.0,17.0,18.0,21.0,22.0,024,"R$22.949.= 038,00",7.0,SERRAES NOVA FRIBURGORJ ENCANTADORS BRAGAN=C3=87A PAULISTASP SANTA BARBARA DO OESTESP S=C3=83O BERNARDO DO CAMPOSP S=C3=83O PAULOSP,SERRA,ES,NOVA FRIBURGO,RJ,ENCANTADO,RS,BRAGAN=C3=87A PAULISTA,SP,SANTA BARBARA DO OESTE,SP,S=C3=83O BERNARDO DO CAMPO,SP
1269,09/10/2015,1.0,4.0,5.0,007=,8.0,11.0,13.0,14.0,16.0,17.0,18.0,20.0,21.0,22.0,023,"R$23.338.= 162,00",1.0,BELO HORIZONTEMG,BELO HORIZONTE,MG,469,15880,176812,969283,"R$= 2.122.133,58","R$1.392,25","R$20,00","R$8,00","R$4,= 00","R$0,00"
1270,13/10/2015,1.0,2.0,3.0,004=,5.0,6.0,8.0,9.0,10.0,11.0,13.0,20.0,21.0,23.0,025,"R$17.164.= 486,00",1.0,APARECIDA DE GOI=C3=82NIAGO,APARECIDA DE GOI=C3=82NIA,GO,459,18700,205601,869796,"R$= 936.238,41","R$896,58","R$20,00","R$8,00","R$4,00<!--= td-->","R$0,00"
1271,14/10/2015,1.0,2.0,4.0,006=,8.0,9.0,11.0,12.0,13.0,14.0,17.0,18.0,23.0,24.0,025,"R$15.828.= 120,00",4.0,PRIMAVERA DO LESTEMT MAR=C3=8DLIASP S=C3=83O PAULOSP,PRIMAVERA DO LESTE,MT,MAR=C3=8DLIA,SP,S=C3=83O PAULO,SP,439,12582,142019,728852,"R$= 303.052,99","R$1.213,75"
1272,16/10/2015,1.0,4.0,7.0,009=,10.0,14.0,15.0,17.0,18.0,19.0,20.0,21.0,23.0,24.0,025,"R$22.230.= 660,00",2.0,FRAIBURGOSC S=C3=83O JO=C3=83O DA BOA VISTASP,FRAIBURGO,SC,S=C3=83O JO=C3=83O DA BOA VISTA,SP,440,16416,190731,1001427,"R= $893.135,20","R$1.784,48","R$20,00","R$8,00"
1273,19/10/2015,1.0,3.0,5.0,006=,8.0,11.0,12.0,13.0,14.0,15.0,18.0,19.0,20.0,22.0,024,"R$19.996.= 028,00",2.0,Montes ClarosMG UBERL=C3=82NDIAMG,Montes Claros,MG,UBERL=C3=82NDIA,MG,404,14558,182126,916304,"R$= 770.928,17","R$1.677,57","R$20,00","R$8,00"
1274,21/10/2015,1.0,3.0,7.0,008=,10.0,11.0,12.0,13.0,14.0,15.0,18.0,19.0,20.0,22.0,025,"R$21.032.= 664,00",0.0,,323,13275,185789,985133,"R$= 0,00","R$1.545,66","R$20,00","R$8,00","R$4,00","R$4.500.000,00","R$7.934.619,92",
1275,23/10/2015,3.0,6.0,7.0,008=,10.0,11.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,23.0,025,"R$27.819.= 710,00",3.0,ALTA FLORESTAMT TUBAR=C3=83OSC TAQUARITUBASP,ALTA FLORESTA,MT,TUBAR=C3=83O,SC,TAQUARITUBA,SP,525,18024,280524,1258389,"R= $1.239.696,36","R$1.755,34"
1276,26/10/2015,1.0,3.0,5.0,007=,10.0,12.0,14.0,15.0,16.0,18.0,19.0,21.0,22.0,23.0,024,"R$21.126.= 582,00",6.0,MANAUSAM MACHADOMG MONTE ALEGRE DOS CAMPOSRS EMBU DAS ARTESSP GUARULHOSSP S=C3=83O PAULOSP,MANAUS,AM,MACHADO,MG,MONTE ALEGRE DOS CAMPOS,RS,EMBU DAS ARTES,SP,GUARULHOS,SP,S=C3=83O PAULO,SP
1277,28/10/2015,1.0,2.0,3.0,004=,6.0,9.0,10.0,12.0,13.0,15.0,17.0,18.0,21.0,22.0,025,"R$20.907.= 398,00",3.0,BRAS=C3=8DLIADF TOMAZINAPR VOLTA REDONDARJ,BRAS=C3=8DLIA,DF,TOMAZINA,PR,VOLTA REDONDA,RJ,436,14412,161841,889803,"R$= 615.929,93","R$1.862,87"
1278,30/10/2015,4.0,6.0,7.0,009=,10.0,12.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,024,"R$21.611.= 388,00",2.0,DIVIN=C3=93POLISMG CUIAB=C3=81MT,DIVIN=C3=93POLIS,MG,CUIAB=C3=81,MT,235,10251,147529,825699,"R$= 1.097.709,98","R$2.874,53","R$20,00","R$8,00"
